ID,label
44786,92
44787,41
44788,26
44789,90
44790,34
44791,33
44792,74
44793,73
44794,47
44795,16
44796,42
44797,57
44798,43
44799,62
44800,82
44801,33
44802,85
44803,28
44804,52
44805,15
44806,84
44807,5
44808,62
44809,96
44810,49
44811,27
44812,81
44813,84
44814,4
44815,73
44816,35
44817,38
44818,62
44819,90
44820,3
44821,98
44822,8
44823,62
44824,88
44825,91
44826,52
44827,11
44828,3
44829,73
44830,62
44831,44
44832,10
44833,17
44834,53
44835,72
44836,79
44837,57
44838,44
44839,61
44840,45
44841,80
44842,17
44843,59
44844,33
44845,30
44846,88
44847,90
44848,52
44849,41
44850,80
44851,33
44852,46
44853,91
44854,56
44855,42
44856,8
44857,12
44858,98
44859,74
44860,66
44861,71
44862,46
44863,48
44864,58
44865,30
44866,65
44867,98
44868,79
44869,22
44870,69
44871,23
44872,38
44873,70
44874,62
44875,9
44876,99
44877,59
44878,70
44879,84
44880,78
44881,88
44882,13
44883,49
44884,27
44885,48
44886,22
44887,1
44888,79
44889,96
44890,69
44891,29
44892,98
44893,20
44894,34
44895,65
44896,19
44897,40
44898,99
44899,58
44900,94
44901,91
44902,89
44903,61
44904,62
44905,19
44906,12
44907,0
44908,2
44909,81
44910,76
44911,30
44912,63
44913,57
44914,3
44915,36
44916,36
44917,61
44918,99
44919,17
44920,50
44921,49
44922,68
44923,2
44924,7
44925,73
44926,59
44927,9
44928,75
44929,35
44930,1
44931,42
44932,6
44933,79
44934,90
44935,37
44936,30
44937,75
44938,13
44939,67
44940,52
44941,17
44942,63
44943,36
44944,4
44945,82
44946,97
44947,4
44948,3
44949,84
44950,69
44951,46
44952,22
44953,64
44954,12
44955,75
44956,52
44957,38
44958,14
44959,33
44960,66
44961,26
44962,87
44963,21
44964,67
44965,6
44966,62
44967,73
44968,44
44969,70
44970,23
44971,61
44972,0
44973,79
44974,38
44975,50
44976,93
44977,15
44978,86
44979,73
44980,58
44981,59
44982,53
44983,1
44984,84
44985,69
44986,60
44987,2
44988,97
44989,25
44990,24
44991,52
44992,8
44993,86
44994,24
44995,82
44996,26
44997,56
44998,22
44999,71
45000,10
45001,19
45002,75
45003,93
45004,20
45005,37
45006,75
45007,63
45008,35
45009,64
45010,43
45011,17
45012,48
45013,67
45014,31
45015,84
45016,77
45017,97
45018,1
45019,76
45020,50
45021,97
45022,12
45023,72
45024,48
45025,58
45026,41
45027,74
45028,84
45029,98
45030,69
45031,64
45032,83
45033,92
45034,35
45035,30
45036,46
45037,77
45038,89
45039,64
45040,7
45041,19
45042,33
45043,42
45044,43
45045,34
45046,18
45047,13
45048,1
45049,7
45050,23
45051,23
45052,48
45053,73
45054,95
45055,6
45056,47
45057,12
45058,53
45059,59
45060,23
45061,98
45062,9
45063,60
45064,49
45065,79
45066,41
45067,69
45068,39
45069,97
45070,39
45071,30
45072,21
45073,85
45074,59
45075,54
45076,90
45077,74
45078,50
45079,66
45080,83
45081,60
45082,76
45083,15
45084,20
45085,57
45086,28
45087,9
45088,70
45089,59
45090,50
45091,21
45092,56
45093,37
45094,89
45095,78
45096,3
45097,32
45098,38
45099,27
45100,65
45101,95
45102,89
45103,97
45104,92
45105,33
45106,28
45107,93
45108,33
45109,81
45110,69
45111,28
45112,81
45113,47
45114,12
45115,44
45116,14
45117,42
45118,28
45119,82
45120,34
45121,52
45122,7
45123,38
45124,67
45125,0
45126,33
45127,76
45128,10
45129,89
45130,79
45131,17
45132,41
45133,59
45134,31
45135,3
45136,17
45137,92
45138,84
45139,73
45140,84
45141,36
45142,11
45143,47
45144,66
45145,42
45146,10
45147,35
45148,23
45149,93
45150,20
45151,94
45152,45
45153,73
45154,14
45155,41
45156,72
45157,86
45158,39
45159,38
45160,37
45161,56
45162,26
45163,89
45164,36
45165,6
45166,23
45167,49
45168,73
45169,63
45170,40
45171,84
45172,74
45173,42
45174,59
45175,16
45176,12
45177,48
45178,8
45179,61
45180,94
45181,75
45182,12
45183,27
45184,20
45185,41
45186,88
45187,80
45188,74
45189,82
45190,49
45191,14
45192,33
45193,90
45194,16
45195,91
45196,48
45197,12
45198,34
45199,51
45200,1
45201,9
45202,92
45203,86
45204,11
45205,21
45206,0
45207,6
45208,56
45209,29
45210,27
45211,38
45212,98
45213,48
45214,18
45215,43
45216,58
45217,15
45218,68
45219,55
45220,21
45221,49
45222,35
45223,84
45224,92
45225,38
45226,47
45227,89
45228,58
45229,2
45230,74
45231,45
45232,56
45233,1
45234,29
45235,36
45236,12
45237,25
45238,58
45239,65
45240,43
45241,47
45242,45
45243,12
45244,34
45245,50
45246,82
45247,67
45248,19
45249,2
45250,3
45251,35
45252,74
45253,72
45254,80
45255,14
45256,45
45257,15
45258,46
45259,18
45260,68
45261,8
45262,47
45263,97
45264,98
45265,56
45266,54
45267,52
45268,60
45269,61
45270,74
45271,18
45272,36
45273,99
45274,53
45275,29
45276,14
45277,78
45278,57
45279,6
45280,22
45281,21
45282,55
45283,70
45284,3
45285,52
45286,67
45287,8
45288,75
45289,11
45290,52
45291,88
45292,63
45293,75
45294,48
45295,34
45296,18
45297,81
45298,24
45299,28
45300,18
45301,25
45302,99
45303,83
45304,31
45305,49
45306,0
45307,5
45308,2
45309,50
45310,96
45311,22
45312,65
45313,46
45314,80
45315,34
45316,21
45317,59
45318,55
45319,75
45320,15
45321,16
45322,25
45323,77
45324,10
45325,25
45326,8
45327,16
45328,10
45329,14
45330,2
45331,68
45332,10
45333,12
45334,97
45335,91
45336,37
45337,95
45338,79
45339,83
45340,92
45341,37
45342,69
45343,18
45344,20
45345,62
45346,42
45347,34
45348,94
45349,80
45350,41
45351,90
45352,26
45353,7
45354,46
45355,64
45356,85
45357,98
45358,49
45359,72
45360,74
45361,72
45362,91
45363,61
45364,67
45365,90
45366,30
45367,92
45368,73
45369,6
45370,84
45371,42
45372,16
45373,13
45374,61
45375,7
45376,88
45377,49
45378,93
45379,10
45380,0
45381,58
45382,70
45383,84
45384,82
45385,82
45386,2
45387,64
45388,99
45389,91
45390,16
45391,29
45392,47
45393,98
45394,54
45395,39
45396,99
45397,9
45398,89
45399,1
45400,12
45401,43
45402,74
45403,67
45404,30
45405,38
45406,25
45407,66
45408,72
45409,90
45410,48
45411,97
45412,57
45413,86
45414,26
45415,17
45416,88
45417,45
45418,12
45419,51
45420,7
45421,83
45422,44
45423,51
45424,51
45425,41
45426,49
45427,93
45428,82
45429,97
45430,97
45431,96
45432,86
45433,6
45434,98
45435,59
45436,5
45437,39
45438,35
45439,11
45440,81
45441,54
45442,39
45443,15
45444,3
45445,94
45446,42
45447,97
45448,73
45449,77
45450,57
45451,44
45452,88
45453,12
45454,66
45455,81
45456,10
45457,44
45458,54
45459,67
45460,60
45461,75
45462,14
45463,73
45464,20
45465,61
45466,72
45467,18
45468,64
45469,30
45470,84
45471,61
45472,49
45473,11
45474,23
45475,18
45476,54
45477,62
45478,53
45479,22
45480,41
45481,87
45482,13
45483,25
45484,39
45485,2
45486,15
45487,54
45488,73
45489,56
45490,57
45491,50
45492,44
45493,37
45494,7
45495,67
45496,89
45497,59
45498,95
45499,87
45500,38
45501,78
45502,10
45503,51
45504,71
45505,2
45506,81
45507,73
45508,81
45509,20
45510,22
45511,67
45512,87
45513,50
45514,19
45515,32
45516,60
45517,19
45518,26
45519,81
45520,38
45521,50
45522,34
45523,84
45524,4
45525,22
45526,13
45527,21
45528,1
45529,23
45530,51
45531,92
45532,82
45533,56
45534,55
45535,88
45536,31
45537,16
45538,80
45539,69
45540,82
45541,27
45542,61
45543,98
45544,80
45545,55
45546,86
45547,14
45548,14
45549,84
45550,82
45551,87
45552,32
45553,80
45554,26
45555,46
45556,9
45557,17
45558,23
45559,14
45560,76
45561,62
45562,98
45563,31
45564,67
45565,20
45566,15
45567,63
45568,62
45569,74
45570,33
45571,85
45572,52
45573,4
45574,98
45575,30
45576,25
45577,16
45578,96
45579,45
45580,6
45581,78
45582,46
45583,83
45584,1
45585,65
45586,23
45587,75
45588,56
45589,66
45590,98
45591,87
45592,75
45593,75
45594,17
45595,75
45596,49
45597,74
45598,14
45599,52
45600,15
45601,41
45602,52
45603,91
45604,20
45605,89
45606,4
45607,25
45608,33
45609,29
45610,79
45611,0
45612,68
45613,40
45614,39
45615,63
45616,13
45617,78
45618,18
45619,73
45620,14
45621,3
45622,88
45623,27
45624,93
45625,42
45626,35
45627,56
45628,78
45629,57
45630,96
45631,19
45632,6
45633,42
45634,33
45635,47
45636,37
45637,27
45638,17
45639,88
45640,13
45641,22
45642,45
45643,86
45644,11
45645,90
45646,83
45647,11
45648,97
45649,83
45650,34
45651,19
45652,59
45653,48
45654,20
45655,37
45656,60
45657,52
45658,11
45659,48
45660,90
45661,42
45662,69
45663,85
45664,36
45665,54
45666,2
45667,40
45668,6
45669,84
45670,52
45671,73
45672,19
45673,50
45674,80
45675,94
45676,56
45677,73
45678,2
45679,11
45680,23
45681,56
45682,53
45683,56
45684,51
45685,48
45686,70
45687,77
45688,84
45689,53
45690,87
45691,53
45692,78
45693,31
45694,58
45695,68
45696,16
45697,81
45698,79
45699,58
45700,80
45701,59
45702,60
45703,98
45704,87
45705,63
45706,99
45707,76
45708,75
45709,33
45710,67
45711,63
45712,20
45713,18
45714,53
45715,87
45716,75
45717,3
45718,52
45719,73
45720,54
45721,13
45722,36
45723,11
45724,38
45725,71
45726,25
45727,89
45728,99
45729,41
45730,82
45731,97
45732,31
45733,50
45734,82
45735,13
45736,14
45737,18
45738,94
45739,48
45740,56
45741,86
45742,15
45743,33
45744,97
45745,20
45746,92
45747,73
45748,37
45749,54
45750,12
45751,76
45752,81
45753,99
45754,83
45755,1
45756,3
45757,2
45758,86
45759,65
45760,62
45761,33
45762,23
45763,1
45764,77
45765,60
45766,27
45767,73
45768,32
45769,75
45770,25
45771,49
45772,47
45773,88
45774,56
45775,31
45776,81
45777,58
45778,72
45779,78
45780,62
45781,89
45782,96
45783,2
45784,16
45785,73
45786,15
45787,63
45788,42
45789,9
45790,94
45791,33
45792,12
45793,31
45794,14
45795,98
45796,86
45797,56
45798,61
45799,97
45800,11
45801,65
45802,16
45803,61
45804,22
45805,2
45806,71
45807,86
45808,3
45809,20
45810,93
45811,8
45812,10
45813,20
45814,8
45815,48
45816,75
45817,81
45818,51
45819,9
45820,50
45821,16
45822,41
45823,91
45824,73
45825,27
45826,38
45827,91
45828,34
45829,5
45830,37
45831,63
45832,52
45833,32
45834,4
45835,70
45836,68
45837,73
45838,71
45839,6
45840,89
45841,69
45842,84
45843,6
45844,58
45845,65
45846,50
45847,61
45848,95
45849,88
45850,23
45851,87
45852,15
45853,0
45854,74
45855,90
45856,6
45857,61
45858,67
45859,19
45860,86
45861,57
45862,18
45863,30
45864,70
45865,80
45866,61
45867,67
45868,45
45869,18
45870,50
45871,9
45872,47
45873,21
45874,40
45875,62
45876,88
45877,62
45878,78
45879,97
45880,98
45881,67
45882,22
45883,87
45884,49
45885,28
45886,14
45887,46
45888,81
45889,33
45890,36
45891,76
45892,70
45893,46
45894,14
45895,78
45896,10
45897,90
45898,27
45899,85
45900,83
45901,41
45902,63
45903,82
45904,7
45905,64
45906,20
45907,93
45908,16
45909,31
45910,85
45911,11
45912,83
45913,97
45914,37
45915,1
45916,59
45917,90
45918,53
45919,28
45920,49
45921,15
45922,41
45923,6
45924,22
45925,25
45926,21
45927,60
45928,36
45929,67
45930,59
45931,1
45932,84
45933,67
45934,64
45935,65
45936,3
45937,49
45938,65
45939,43
45940,93
45941,94
45942,26
45943,1
45944,15
45945,98
45946,50
45947,1
45948,49
45949,92
45950,63
45951,47
45952,74
45953,50
45954,43
45955,42
45956,30
45957,68
45958,93
45959,51
45960,89
45961,88
45962,70
45963,13
45964,54
45965,27
45966,17
45967,60
45968,46
45969,49
45970,28
45971,18
45972,53
45973,70
45974,97
45975,94
45976,47
45977,13
45978,53
45979,88
45980,46
45981,2
45982,10
45983,88
45984,31
45985,25
45986,45
45987,60
45988,3
45989,43
45990,68
45991,40
45992,42
45993,60
45994,83
45995,44
45996,90
45997,16
45998,59
45999,43
46000,26
46001,14
46002,27
46003,34
46004,35
46005,95
46006,64
46007,7
46008,60
46009,33
46010,73
46011,12
46012,21
46013,77
46014,77
46015,80
46016,27
46017,71
46018,97
46019,72
46020,77
46021,68
46022,27
46023,11
46024,62
46025,59
46026,46
46027,13
46028,22
46029,26
46030,9
46031,97
46032,52
46033,73
46034,27
46035,51
46036,50
46037,7
46038,52
46039,75
46040,48
46041,9
46042,73
46043,84
46044,65
46045,53
46046,9
46047,70
46048,64
46049,57
46050,75
46051,71
46052,85
46053,94
46054,94
46055,2
46056,24
46057,36
46058,63
46059,10
46060,93
46061,35
46062,51
46063,80
46064,5
46065,98
46066,83
46067,19
46068,17
46069,54
46070,12
46071,25
46072,79
46073,1
46074,14
46075,72
46076,87
46077,66
46078,7
46079,2
46080,3
46081,34
46082,93
46083,91
46084,55
46085,95
46086,52
46087,86
46088,49
46089,11
46090,18
46091,70
46092,0
46093,90
46094,16
46095,91
46096,3
46097,94
46098,37
46099,58
46100,93
46101,41
46102,0
46103,47
46104,71
46105,61
46106,51
46107,20
46108,78
46109,65
46110,32
46111,21
46112,29
46113,88
46114,5
46115,88
46116,41
46117,31
46118,76
46119,52
46120,12
46121,34
46122,40
46123,39
46124,4
46125,19
46126,97
46127,62
46128,66
46129,6
46130,36
46131,14
46132,32
46133,85
46134,5
46135,78
46136,32
46137,74
46138,32
46139,45
46140,84
46141,83
46142,74
46143,38
46144,27
46145,17
46146,98
46147,46
46148,61
46149,11
46150,60
46151,62
46152,6
46153,15
46154,97
46155,7
46156,22
46157,44
46158,43
46159,79
46160,85
46161,53
46162,77
46163,52
46164,94
46165,70
46166,82
46167,72
46168,99
46169,10
46170,38
46171,57
46172,35
46173,96
46174,63
46175,51
46176,99
46177,71
46178,58
46179,34
46180,19
46181,26
46182,91
46183,65
46184,31
46185,12
46186,98
46187,53
46188,82
46189,39
46190,17
46191,99
46192,62
46193,28
46194,95
46195,69
46196,65
46197,72
46198,33
46199,62
46200,52
46201,91
46202,29
46203,29
46204,90
46205,23
46206,58
46207,50
46208,95
46209,59
46210,58
46211,88
46212,71
46213,3
46214,91
46215,2
46216,66
46217,43
46218,5
46219,56
46220,1
46221,33
46222,12
46223,87
46224,77
46225,48
46226,92
46227,13
46228,29
46229,23
46230,87
46231,65
46232,80
46233,82
46234,66
46235,4
46236,13
46237,0
46238,83
46239,50
46240,57
46241,36
46242,52
46243,63
46244,44
46245,77
46246,85
46247,43
46248,59
46249,80
46250,44
46251,80
46252,92
46253,84
46254,30
46255,37
46256,75
46257,73
46258,72
46259,35
46260,52
46261,30
46262,19
46263,71
46264,78
46265,53
46266,13
46267,41
46268,52
46269,76
46270,67
46271,82
46272,9
46273,30
46274,55
46275,59
46276,14
46277,31
46278,71
46279,36
46280,8
46281,43
46282,7
46283,56
46284,79
46285,18
46286,24
46287,52
46288,30
46289,22
46290,3
46291,86
46292,86
46293,50
46294,63
46295,21
46296,46
46297,70
46298,50
46299,50
46300,67
46301,10
46302,23
46303,68
46304,86
46305,35
46306,77
46307,28
46308,97
46309,57
46310,84
46311,10
46312,14
46313,15
46314,78
46315,91
46316,93
46317,65
46318,84
46319,81
46320,89
46321,33
46322,59
46323,5
46324,76
46325,20
46326,96
46327,20
46328,33
46329,33
46330,54
46331,72
46332,17
46333,29
46334,70
46335,89
46336,86
46337,42
46338,88
46339,72
46340,5
46341,49
46342,25
46343,79
46344,18
46345,93
46346,5
46347,86
46348,57
46349,27
46350,26
46351,64
46352,16
46353,13
46354,51
46355,75
46356,8
46357,53
46358,60
46359,78
46360,45
46361,5
46362,59
46363,18
46364,58
46365,64
46366,77
46367,81
46368,97
46369,82
46370,46
46371,94
46372,92
46373,50
46374,91
46375,12
46376,77
46377,20
46378,35
46379,39
46380,48
46381,26
46382,85
46383,81
46384,66
46385,2
46386,0
46387,41
46388,48
46389,86
46390,65
46391,39
46392,17
46393,54
46394,70
46395,32
46396,54
46397,77
46398,49
46399,21
46400,59
46401,20
46402,80
46403,16
46404,62
46405,18
46406,59
46407,81
46408,73
46409,70
46410,57
46411,5
46412,57
46413,84
46414,17
46415,87
46416,64
46417,13
46418,28
46419,67
46420,31
46421,19
46422,40
46423,97
46424,34
46425,17
46426,57
46427,84
46428,11
46429,87
46430,72
46431,19
46432,36
46433,40
46434,45
46435,52
46436,77
46437,70
46438,79
46439,92
46440,76
46441,37
46442,61
46443,33
46444,65
46445,96
46446,17
46447,17
46448,9
46449,69
46450,52
46451,76
46452,45
46453,38
46454,45
46455,48
46456,71
46457,36
46458,27
46459,23
46460,80
46461,24
46462,22
46463,62
46464,69
46465,64
46466,99
46467,63
46468,25
46469,75
46470,97
46471,75
46472,96
46473,99
46474,45
46475,50
46476,57
46477,88
46478,26
46479,20
46480,26
46481,61
46482,1
46483,98
46484,76
46485,50
46486,49
46487,88
46488,52
46489,30
46490,81
46491,37
46492,11
46493,98
46494,49
46495,25
46496,15
46497,90
46498,36
46499,26
46500,1
46501,82
46502,23
46503,91
46504,52
46505,73
46506,89
46507,56
46508,36
46509,49
46510,69
46511,7
46512,47
46513,38
46514,10
46515,5
46516,72
46517,47
46518,1
46519,19
46520,23
46521,52
46522,94
46523,63
46524,48
46525,11
46526,26
46527,48
46528,71
46529,63
46530,91
46531,66
46532,30
46533,38
46534,37
46535,20
46536,91
46537,35
46538,16
46539,31
46540,75
46541,0
46542,5
46543,44
46544,87
46545,13
46546,58
46547,61
46548,33
46549,40
46550,3
46551,93
46552,31
46553,24
46554,93
46555,24
46556,49
46557,90
46558,47
46559,73
46560,44
46561,36
46562,44
46563,96
46564,64
46565,17
46566,91
46567,46
46568,52
46569,55
46570,39
46571,39
46572,28
46573,65
46574,13
46575,93
46576,42
46577,90
46578,38
46579,31
46580,50
46581,49
46582,96
46583,84
46584,82
46585,84
46586,54
46587,24
46588,10
46589,19
46590,61
46591,3
46592,76
46593,35
46594,85
46595,45
46596,65
46597,21
46598,62
46599,36
46600,85
46601,59
46602,97
46603,85
46604,97
46605,16
46606,82
46607,79
46608,70
46609,85
46610,16
46611,49
46612,83
46613,8
46614,21
46615,24
46616,21
46617,22
46618,97
46619,32
46620,40
46621,87
46622,28
46623,10
46624,93
46625,52
46626,54
46627,87
46628,18
46629,90
46630,86
46631,52
46632,12
46633,47
46634,41
46635,57
46636,76
46637,4
46638,56
46639,33
46640,29
46641,97
46642,84
46643,14
46644,12
46645,13
46646,53
46647,61
46648,90
46649,90
46650,52
46651,44
46652,97
46653,29
46654,2
46655,17
46656,60
46657,84
46658,28
46659,90
46660,94
46661,92
46662,87
46663,69
46664,42
46665,97
46666,82
46667,2
46668,10
46669,46
46670,91
46671,47
46672,26
46673,79
46674,75
46675,4
46676,8
46677,28
46678,14
46679,49
46680,44
46681,67
46682,74
46683,27
46684,4
46685,67
46686,99
46687,18
46688,81
46689,56
46690,94
46691,43
46692,5
46693,59
46694,74
46695,82
46696,62
46697,88
46698,30
46699,74
46700,31
46701,52
46702,67
46703,68
46704,29
46705,85
46706,65
46707,71
46708,82
46709,79
46710,40
46711,41
46712,10
46713,81
46714,49
46715,44
46716,25
46717,75
46718,79
46719,46
46720,8
46721,70
46722,84
46723,79
46724,57
46725,24
46726,68
46727,91
46728,58
46729,98
46730,5
46731,97
46732,87
46733,13
46734,76
46735,20
46736,85
46737,58
46738,8
46739,57
46740,51
46741,64
46742,51
46743,83
46744,96
46745,17
46746,67
46747,74
46748,32
46749,58
46750,37
46751,1
46752,60
46753,7
46754,80
46755,56
46756,3
46757,92
46758,13
46759,61
46760,77
46761,37
46762,68
46763,87
46764,1
46765,98
46766,31
46767,93
46768,25
46769,28
46770,8
46771,55
46772,3
46773,75
46774,27
46775,63
46776,90
46777,62
46778,56
46779,56
46780,35
46781,41
46782,43
46783,8
46784,87
46785,12
46786,35
46787,42
46788,68
46789,86
46790,60
46791,77
46792,43
46793,41
46794,1
46795,52
46796,27
46797,97
46798,34
46799,28
46800,69
46801,10
46802,90
46803,91
46804,59
46805,93
46806,10
46807,50
46808,36
46809,83
46810,48
46811,41
46812,24
46813,35
46814,57
46815,24
46816,91
46817,10
46818,33
46819,71
46820,87
46821,75
46822,41
46823,84
46824,40
46825,17
46826,23
46827,63
46828,0
46829,50
46830,57
46831,78
46832,26
46833,26
46834,48
46835,7
46836,5
46837,89
46838,70
46839,53
46840,62
46841,58
46842,49
46843,98
46844,58
46845,93
46846,79
46847,62
46848,95
46849,2
46850,61
46851,14
46852,44
46853,7
46854,95
46855,18
46856,11
46857,37
46858,85
46859,60
46860,98
46861,85
46862,70
46863,45
46864,37
46865,93
46866,86
46867,78
46868,53
46869,69
46870,96
46871,48
46872,3
46873,21
46874,83
46875,84
46876,50
46877,61
46878,32
46879,36
46880,96
46881,96
46882,33
46883,45
46884,58
46885,26
46886,79
46887,45
46888,23
46889,42
46890,4
46891,80
46892,47
46893,90
46894,92
46895,45
46896,80
46897,96
46898,60
46899,24
46900,47
46901,36
46902,26
46903,1
46904,16
46905,4
46906,12
46907,18
46908,39
46909,68
46910,75
46911,59
46912,63
46913,65
46914,17
46915,13
46916,53
46917,53
46918,31
46919,27
46920,34
46921,22
46922,11
46923,37
46924,45
46925,96
46926,49
46927,33
46928,9
46929,69
46930,0
46931,77
46932,71
46933,13
46934,4
46935,71
46936,74
46937,39
46938,36
46939,22
46940,12
46941,13
46942,51
46943,57
46944,3
46945,29
46946,86
46947,76
46948,60
46949,13
46950,33
46951,87
46952,80
46953,91
46954,71
46955,30
46956,94
46957,98
46958,16
46959,27
46960,87
46961,53
46962,38
46963,7
46964,53
46965,51
46966,73
46967,22
46968,54
46969,73
46970,5
46971,73
46972,98
46973,57
46974,29
46975,16
46976,35
46977,96
46978,24
46979,62
46980,75
46981,14
46982,52
46983,25
46984,33
46985,66
46986,70
46987,21
46988,72
46989,8
46990,9
46991,38
46992,3
46993,26
46994,63
46995,66
46996,67
46997,80
46998,64
46999,65
47000,82
47001,41
47002,14
47003,37
47004,44
47005,70
47006,20
47007,5
47008,51
47009,1
47010,20
47011,29
47012,8
47013,32
47014,0
47015,9
47016,16
47017,31
47018,64
47019,91
47020,75
47021,15
47022,18
47023,94
47024,24
47025,22
47026,84
47027,49
47028,77
47029,90
47030,19
47031,31
47032,41
47033,87
47034,54
47035,97
47036,31
47037,13
47038,10
47039,8
47040,51
47041,25
47042,56
47043,21
47044,74
47045,0
47046,3
47047,35
47048,2
47049,0
47050,87
47051,87
47052,52
47053,24
47054,7
47055,29
47056,56
47057,50
47058,47
47059,2
47060,70
47061,76
47062,62
47063,30
47064,31
47065,97
47066,69
47067,50
47068,81
47069,89
47070,62
47071,23
47072,54
47073,81
47074,28
47075,92
47076,5
47077,75
47078,16
47079,73
47080,13
47081,37
47082,28
47083,23
47084,8
47085,88
47086,63
47087,99
47088,29
47089,26
47090,28
47091,95
47092,2
47093,81
47094,79
47095,25
47096,80
47097,50
47098,44
47099,49
47100,95
47101,88
47102,28
47103,16
47104,15
47105,30
47106,74
47107,86
47108,57
47109,60
47110,55
47111,8
47112,96
47113,47
47114,24
47115,71
47116,91
47117,92
47118,30
47119,50
47120,15
47121,1
47122,25
47123,59
47124,21
47125,79
47126,11
47127,44
47128,87
47129,22
47130,92
47131,5
47132,94
47133,89
47134,84
47135,31
47136,8
47137,36
47138,77
47139,85
47140,15
47141,21
47142,46
47143,24
47144,93
47145,4
47146,59
47147,78
47148,35
47149,42
47150,66
47151,40
47152,61
47153,72
47154,84
47155,35
47156,4
47157,26
47158,50
47159,29
47160,80
47161,72
47162,83
47163,54
47164,61
47165,95
47166,44
47167,63
47168,52
47169,84
47170,31
47171,10
47172,71
47173,43
47174,14
47175,81
47176,70
47177,19
47178,69
47179,61
47180,68
47181,84
47182,31
47183,95
47184,88
47185,40
47186,28
47187,45
47188,37
47189,24
47190,38
47191,42
47192,57
47193,18
47194,52
47195,84
47196,48
47197,79
47198,69
47199,6
47200,49
47201,96
47202,74
47203,98
47204,1
47205,22
47206,75
47207,73
47208,25
47209,21
47210,36
47211,32
47212,16
47213,34
47214,34
47215,41
47216,31
47217,76
47218,4
47219,46
47220,2
47221,57
47222,90
47223,0
47224,38
47225,79
47226,11
47227,75
47228,7
47229,23
47230,67
47231,35
47232,1
47233,22
47234,51
47235,13
47236,25
47237,67
47238,6
47239,97
47240,80
47241,51
47242,40
47243,38
47244,28
47245,78
47246,86
47247,82
47248,75
47249,18
47250,92
47251,81
47252,97
47253,81
47254,87
47255,19
47256,49
47257,62
47258,33
47259,99
47260,39
47261,40
47262,62
47263,22
47264,2
47265,50
47266,21
47267,0
47268,89
47269,7
47270,41
47271,2
47272,77
47273,6
47274,17
47275,49
47276,91
47277,46
47278,85
47279,67
47280,22
47281,45
47282,68
47283,82
47284,31
47285,30
47286,0
47287,3
47288,45
47289,23
47290,85
47291,93
47292,53
47293,28
47294,31
47295,81
47296,45
47297,4
47298,62
47299,20
47300,72
47301,87
47302,19
47303,13
47304,36
47305,68
47306,9
47307,1
47308,84
47309,2
47310,0
47311,87
47312,24
47313,10
47314,4
47315,91
47316,65
47317,84
47318,12
47319,67
47320,40
47321,49
47322,38
47323,61
47324,57
47325,77
47326,3
47327,62
47328,37
47329,17
47330,8
47331,74
47332,25
47333,5
47334,42
47335,40
47336,16
47337,61
47338,88
47339,4
47340,33
47341,1
47342,28
47343,23
47344,95
47345,7
47346,43
47347,62
47348,27
47349,85
47350,95
47351,12
47352,37
47353,45
47354,66
47355,16
47356,76
47357,59
47358,30
47359,21
47360,85
47361,48
47362,34
47363,60
47364,32
47365,79
47366,91
47367,97
47368,87
47369,2
47370,18
47371,22
47372,28
47373,7
47374,79
47375,88
47376,56
47377,42
47378,94
47379,0
47380,86
47381,73
47382,37
47383,80
47384,97
47385,48
47386,31
47387,71
47388,96
47389,16
47390,12
47391,44
47392,10
47393,25
47394,76
47395,78
47396,86
47397,52
47398,54
47399,4
47400,62
47401,87
47402,95
47403,50
47404,58
47405,57
47406,83
47407,1
47408,54
47409,60
47410,9
47411,43
47412,91
47413,93
47414,88
47415,87
47416,54
47417,63
47418,23
47419,18
47420,96
47421,74
47422,12
47423,28
47424,63
47425,46
47426,10
47427,29
47428,46
47429,61
47430,42
47431,22
47432,48
47433,43
47434,96
47435,75
47436,77
47437,29
47438,78
47439,7
47440,38
47441,6
47442,38
47443,77
47444,58
47445,66
47446,73
47447,20
47448,45
47449,19
47450,11
47451,21
47452,0
47453,90
47454,32
47455,51
47456,13
47457,54
47458,92
47459,65
47460,49
47461,65
47462,58
47463,88
47464,22
47465,48
47466,50
47467,85
47468,19
47469,26
47470,81
47471,58
47472,22
47473,36
47474,30
47475,23
47476,51
47477,51
47478,79
47479,62
47480,71
47481,36
47482,14
47483,29
47484,23
47485,11
47486,26
47487,29
47488,65
47489,87
47490,85
47491,79
47492,42
47493,45
47494,26
47495,93
47496,89
47497,72
47498,1
47499,30
47500,85
47501,39
47502,24
47503,1
47504,88
47505,91
47506,89
47507,87
47508,53
47509,74
47510,45
47511,63
47512,39
47513,9
47514,22
47515,48
47516,1
47517,1
47518,49
47519,93
47520,7
47521,4
47522,84
47523,66
47524,38
47525,45
47526,79
47527,13
47528,23
47529,99
47530,21
47531,73
47532,12
47533,12
47534,27
47535,5
47536,46
47537,28
47538,74
47539,2
47540,18
47541,22
47542,50
47543,67
47544,86
47545,17
47546,46
47547,53
47548,46
47549,67
47550,36
47551,29
47552,0
47553,91
47554,0
47555,73
47556,76
47557,87
47558,61
47559,35
47560,59
47561,34
47562,29
47563,9
47564,8
47565,51
47566,45
47567,63
47568,34
47569,69
47570,51
47571,77
47572,52
47573,56
47574,60
47575,0
47576,27
47577,58
47578,21
47579,20
47580,28
47581,79
47582,92
47583,5
47584,2
